,decision,created_at,id,id_str,full_text,source,retweet_count,favorite_count,reply,username_length,user_location
942,buzz,2021-04-26 16:07:14+00:00,1386713488815493127,1386713488815493127,"Nemo is an award-winning device designed to assist with coral restoration in an efficient, sustainable way, with large-scale capacity. It can plant 100 corals a day and only requires 2-3 people to complete the operation. https://t.co/6NzanaMBVU",Twitter for iPhone,0,0,FALSE,15,United States
943,invitation,2021-04-26 14:21:22+00:00,1386686849545027585,1386686849545027585,"Travel, learn, participate and make a difference. Participating with our Blue Lagoon #CoralReef Project in #Mauritius, volunteers get hands on with marine monitoring, coral restoration and sea turtle research.  

https://t.co/J6SeoCiZxF

#iamworkingabroad #volunteer #conservation https://t.co/JA95MqWF3q",Twitter for iPhone,0,1,FALSE,13,United Kingdom
944,buzz,2021-04-26 14:01:07+00:00,1386681750789705733,1386681750789705733,"Girl Scout Troop 637 from Tropical Florida has partnered with Stream2Sea and Coral Restoration Foundation as part of their Bronze Award project - they're encouraging everyone to wear reef safe sunblock like Stream2Sea! 💙 

@girlscoutstropicalflorida @CoralRestorationFoundation https://t.co/EGaLeygbzc",ContentStudio.io,0,1,FALSE,10,Unknown
945,desirability,2021-04-26 03:58:07+00:00,1386530000057237505,1386530000057237505,"@bendynaa No. Study dhows frequency and extent of coral bleaching increase, and Great Barrier Reef is more greatly threatened. Global heating is the culprit. https://t.co/FvO3sYJO5U",Twitter for iPhone,0,0,TRUE,13,United States
946,desirability,2021-04-26 03:55:03+00:00,1386529229257334794,1386529229257334794,Annals of global heating: Great Barrier Reef coral bleaching becomes more common. https://t.co/FvO3sYJO5U,Twitter for iPhone,0,1,FALSE,13,United States
947,buzz,2021-04-26 03:10:59+00:00,1386518139303649280,1386518139303649280,"Coral restoration and coral nursery maintenance at Tulamben, Bali went swimmingly well on 20th of April 2021 and all the nurseries are now sparkling clean ✨
Can't wait for another project collaboration with this great team!😎
#coralrehabilitation #coraltransplanting #kpkhn #Bali https://t.co/pQAuqreiUR",Twitter Web App,0,0,FALSE,7,Unknown
948,desirability,2021-04-26 03:03:18+00:00,1386516205612290048,1386516205612290048,"Both my parents are trained environmental scientists who’ve been working on forestry and solar energy since the 70s; I’m p used to hearing about global warming issues. But my god, if you show me coral bleaching I start bawling?? What IS it. I just can’t handle it.",Twitter for iPhone,1,35,FALSE,12,Unknown
949,buzz,2021-04-25 23:40:48+00:00,1386465247679049729,1386465247679049729,"Terry Hughes is a professor of marine biology at James Cook University in Queensland, Australia. He is well known for research on the global coral bleaching event caused by climate change https://t.co/6KJyo2p38w",Twitter for iPad,0,4,FALSE,14,Unknown
950,invitation,2021-04-25 19:00:09+00:00,1386394616191197190,1386394616191197190,"Get your front row seat (which could be your couch) for #100yardsofhope, an inspiring @forceblueteam documentary about a unique @rescueareef coral restoration project premiering from #cleaquarium on 4/27 by registering now.  https://t.co/Y98MA5wCBG https://t.co/R4tfNyWmrl",Hootsuite Inc.,5,9,FALSE,11,United States
951,buzz,2021-04-25 17:15:07+00:00,1386368186778624002,1386368186778624002,"Did you miss our trip to the bottom of the ocean? 

Our in-house divemaster @tabithalipkin took a dive under the sea to get an up-close look at coral restoration.

Catch it again today at 2pm ET on @NBCNewsNow. https://t.co/GoQ0tUtGPO",SocialFlow,2,18,FALSE,5,Unknown
952,enabling context,2021-04-25 16:00:38+00:00,1386349441960091654,1386349441960091654,"Human activity, climate change, and predators—like the parrotfish and pufferfish—put coral reefs around the world in danger. 

Researchers have found a way to protect young coral and maximize coral restoration efforts in French Polynesia. https://t.co/87vf8Ux9xt @Bertarelli_fdn https://t.co/hhBQttUXOi",Hootsuite Inc.,5,19,FALSE,14,United States
953,desirability,2021-04-25 15:59:08+00:00,1386349064544034825,1386349064544034825,"@Ept33Ept @ClimateBen Because we live in a very delicate balance, and if that balance is upset, whole ecosystems could collapse, causing a chain of events.
For as long as modern society has existed, there hasnt been such a big change in global temperatures yet. Look at the increase in coral bleaching.",Twitter for Android,0,0,TRUE,15,Netherlands
954,desirability,2021-04-25 15:52:35+00:00,1386347413451980803,1386347413451980803,"An example of warm water is a hot soup, but main life is in threat more before to arrive there https://t.co/0lbZrsN8NN #ClimateEmergency 
Great Barrier Reef on brink of third major coral bleaching in five years, scientists warn https://t.co/l9ulAYQx26",Twitter for iPhone,0,0,FALSE,11,Spain
955,desirability,2021-04-25 15:08:31+00:00,1386336325503225859,1386336325503225859,"This Ambio article ends ominously: ""2020 will be one of the worst coral bleaching years in history,..The next El Niño, which may already be starting, may deliver a final blow to coral reefs in many places.""
https://t.co/trTjhH20un",Twitter Web App,0,0,FALSE,10,United States
956,desirability,2021-04-25 13:42:04+00:00,1386314567760977924,1386314567760977924,"@WorldWarZeroOrg These countries have experienced the brunt of climate change in the form of ocean warming causing regular tropical depressions turning into devastating hurricans, severe drought changing agricultural practices. They are desperate for food, shelter, jobs as homes &amp; livlihood gone",Twitter for Android,1,0,TRUE,9,United States
957,desirability,2021-04-25 13:14:11+00:00,1386307551629778948,1386307551629778948,"@lenoretaylor I once deludedly thought that overwhelming evidence would change their minds. But no, even after Australia recorded one of the worst droughts, unprecedented bushfires, repeated coral bleaching , extreme rainfall events, and record high temps, Newscorp are still pedalling denial.",Twitter for iPad,0,11,TRUE,12,Unknown
958,buzz,2021-04-25 12:18:33+00:00,1386293549772144644,1386293549772144644,I and some SCUBA buddies will play a very tiny part in the effort to help Florida Keys reefs when we help plant corals and participate in a volunteer dive program this summer with @coralcrf Some news about further efforts to restore reefs there https://t.co/TT5tr6Tyvi,Twitter for iPad,0,0,FALSE,14,United States
959,buzz,2021-04-25 12:02:42+00:00,1386289564290109441,1386289564290109441,Volunteer pup Mango helping to get the word out about coral restoration in the #FloridaKeys with @coralcrf fo #EarthDay at @rainbowreef yesterday. https://t.co/3SRXHNPH9h,Twitter Web App,1,4,FALSE,12,United States
960,can do,2021-05-13 13:45:00+00:00,1392838287715442688,1392838287715442688,A new partnership between TNC and Sheba now allows you to watch Youtube videos and help coral reefs! 100% of the proceeds go to TNC's coral restoration work. Watch some videos and share with your friends!📽️🌎 https://t.co/TzKWoFyPr7 @nature_org #coral #conservation https://t.co/VQIJaJD2GE,Twitter Web App,1,1,FALSE,10,United States
961,buzz,2021-05-13 13:28:51+00:00,1392834224613384192,1392834224613384192,World's largest coral restoration program launches in Indonesia https://t.co/C5o8EnB1uv,Buffer,0,0,FALSE,14,Unknown
962,enabling context,2021-05-13 10:16:01+00:00,1392785696805597188,1392785696805597188,Coral Bleaching A Time Bomb If Nothing Is Done https://t.co/hoOC0hngez via @roggkenya More than 10k journalists find this article very resourceful. @thecoralband  @dw_akademie @DwAlumni @UNEP_Africa @MeshaScience @kensjanet @AMWIK  @KenyaWildTrust @Min_TourismKE @WildlifeComms,Twitter Web App,3,4,FALSE,10,Kenya
963,buzz,2021-05-13 10:04:28+00:00,1392782792182927363,1392782792182927363,Did you know we planted a reef in the ocean that can be seen by satellites? @Campaign has reported on how we built a coral reef as part of the World’s Largest Coral Restoration Program. https://t.co/kvzveWBRjB,Twitter Web App,1,1,FALSE,8,Unknown
964,desirability,2021-05-13 07:19:21+00:00,1392741238441275396,1392741238441275396,"highest level in recorded history, and it fuels marine heat waves and coral bleaching. The extent of Arctic sea ice also was the second smallest on record dating to 1979. Wildfire and pollen seasons are starting earlier and lasting longer.  The newly compiled data illustrate the",Twitter Web App,0,0,TRUE,12,Unknown
965,enabling context,2021-05-13 06:24:41+00:00,1392727479123472391,1392727479123472391,"@iandavidwalsh @Hosalikar_KS Two of the world's most severe oxygen minimum zones occur in the Arabian Sea and Bay of Bengal, and they are expanding in response to ocean warming. Warmer waters reduce oxygen solubility and mixing. Blue colors indicate low/depleting levels of Oxygen.
https://t.co/A9wasIJ88I https://t.co/HjeZNuGqzW",Twitter Web App,0,2,TRUE,7,Unknown
966,desirability,2021-05-12 21:59:29+00:00,1392600342815297541,1392600342815297541,"The suppressed truth emerges: @EPA is now allowed to tell us the truth about #GlobalWarming.  For the ocean, heat reached its highest level in recorded history, fueling marine heat waves, coral bleaching and Arctic ice melt. Wake up America!  
https://t.co/phPtk3MS8X",Twitter Web App,0,0,FALSE,9,United States
967,desirability,2021-05-12 21:52:03+00:00,1392598469995601920,1392598469995601920,"@cgtrulock @von_dizzle @tan123 @JohnWigan3 @CarolineLucas @CEEbill_NOW It's not a secret massive coral bleaching and death is happening. Not all media outlets care to cover it, but that's one reason you shouldn't rely on entertainment and news media for your science. Go to scientific organizations for that.

https://t.co/6dvDkUTKMi",Twitter for Android,0,0,TRUE,7,United States
968,buzz,2021-05-12 21:04:57+00:00,1392586619979542529,1392586619979542529,"For over 40 years, Rolex Awards for Enterprise have supported the efforts of conservationists across the globe. Check out this article about Emma Camp, a 2019 Rolex Award Laureate, and the work she’s doing to combat coral bleaching. #PerpetualPlanet 

https://t.co/ZPbM1OkT8L",Twitter Web App,0,0,FALSE,14,Unknown
969,invitation,2021-05-12 17:26:42+00:00,1392531692422942720,1392531692422942720,"Winners will get scuba certified, participate in coral restoration, &amp; have ocean experiences that will last a lifetime. The essay contest is open now-May 21.",Twitter Web App,0,12,TRUE,15,United States
970,buzz,2021-05-12 15:35:03+00:00,1392503596332298243,1392503596332298243,Sheba announces world’s largest coral restoration programme as part of purpose-led campaign https://t.co/AkA3eFy6Lg @AMV_BBDO https://t.co/eUrPGR7QG1,Hootsuite Inc.,0,2,FALSE,15,Unknown
971,enabling context,2021-05-12 15:34:51+00:00,1392503547804061696,1392503547804061696,New study lead by CORU postdoc Tayler Clarke demonstrates the utilities of a new index (Aerobic Growth Index) to study the impacts of ocean warming and deoxygenation on many fishes and invertebrates. https://t.co/VPnOZf0gNN @froeltho @UBCoceans @sonia_beja,Twitter Web App,4,13,FALSE,8,Canada
972,enabling context,2021-05-12 12:29:04+00:00,1392456791901065220,1392456791901065220,Wonderful news to wake up to! 😍 Coral restoration is KEY to our planet having healthy oceans again 💚 https://t.co/Dw6w7zK299,Twitter for Android,3,53,FALSE,10,Canada
973,can do,2021-05-12 12:00:00+00:00,1392449477320052738,1392449477320052738,"Want to help the world's largest coral restoration programme, aiming to restore more than 185,000m2 of coral reefs around the world by 2029?
Watch the @ShebaBrand Hope Grows videos (&amp; the ads)   &amp; the channel proceeds will be donated to @nature_org 
https://t.co/DnMc71Gw39",TweetDeck,0,0,FALSE,4,United Kingdom
974,invitation,2021-05-12 09:54:07+00:00,1392417796940775426,1392417796940775426,"😎🚨Are you looking for a really cool #PhD project, which is fully funded and involves both #laboratory studies AND ship-based #fieldwork ?! This could be the project for you!! 

For further details see the link below!

https://t.co/WHj3VoK731

#ClimateChange
@UTS_Science https://t.co/Z7aE0x83oV",TweetDeck,1,1,FALSE,12,Unknown
975,enabling context,2021-05-12 09:17:02+00:00,1392408465277169667,1392408465277169667,Fishing and rising temperatures both affect fish populations. We now know more about the effects of each. https://t.co/pHkm2Phvap https://t.co/qx2HozAocz,Buffer,0,0,FALSE,10,Unknown
976,buzz,2021-05-12 07:00:42+00:00,1392374156684111873,1392374156684111873,"@MarsGlobal line @ShebaBrand is teaming up with @nature_org to deliver 'the world's largest coral restoration project' in Indonesia, covering more than 185,000 sq metres.  

🐠 ➡️https://t.co/kBB2y9aBhX 

#CoralReefs #NatureIsEveryonesBusiness https://t.co/A3KvraTpYI",Hootsuite Inc.,0,0,FALSE,12,Unknown
977,desirability,2021-05-12 03:47:02+00:00,1392325417776812034,1392325417776812034,"@JohnBB40921542 @BBBubby77 @Jagger44376390 @JusticeOzzie The biggest environmental problems in Australia are 
- climate change &amp; ocean warming
- agriculture &amp; mining water theft &amp; over usage
- agriculture habitat destruction
- agriculture &amp; mining poisons

Extra population in Aus is a minor environment problem.

No excuse 4 bigotry!",Twitter for Android,3,7,TRUE,10,Australia
978,buzz,2021-05-12 02:34:04+00:00,1392307056779173888,1392307056779173888,"“My mission with these murals is to raise awareness and inspire a sense of urgency to take action—to let the murals vanish so our natural environment does not."" https://t.co/rjssGwfizc",Khoros Publishing App,16,52,FALSE,10,Unknown
979,desirability,2021-05-12 01:25:31+00:00,1392289806323916804,1392289806323916804,"@sideen_dan @noeldarlow @martinrev21 So how do you explain the frequency of coral bleaching in the Great Barrier Reef, or the migration of the sea urchins that have all but wiped out the Tasmanian giant kelp forests, or the extent/severity of the Australian bushfires that drove many species to danger of extinction?",Twitter Web App,0,2,TRUE,14,Unknown
980,desirability,2021-05-11 22:02:48+00:00,1392238787518894081,1392238787518894081,"Particularly like the distinction of ""living"" coral as we move into a world where coral bleaching becomes closer to majority https://t.co/9EU2J9Rygr",Twitter Web App,0,0,TRUE,9,Unknown
981,desirability,2021-05-11 18:30:00+00:00,1392185235652190208,1392185235652190208,"""The growth of coral reefs is threatened by the dual stressors of ocean warming and acidification."" https://t.co/xkZDVw2KBg",TweetDeck,0,1,FALSE,11,Australia
982,enabling context,2021-05-11 17:01:36+00:00,1392162990087188488,1392162990087188488,"#ClimateChange is causing #coral reefs to bleach—or expel symbiotic algae—and die at unprecedented rates, so strategies to promote adaptation to #ocean warming are needed. This @MicrobiomeJ study explores one possible method: microbiome transplantation. https://t.co/aToAtd7PJq https://t.co/MSS1sihw4Q",Meltwater Social,0,0,FALSE,14,United States
983,enabling context,2021-05-11 16:36:41+00:00,1392156720936464384,1392156720936464384,"Q EWE: Recent scientific observations show the warming of Earth’s oceans increasing over the past few decades, contributing, along with a warmer atmosphere, to increases in rainfall intensity, sea levels, and coral bleaching, 1/2",Twitter Web App,0,0,FALSE,13,Unknown
984,desirability,2021-05-11 16:01:38+00:00,1392147896653553672,1392147896653553672,Ocean Warming Is Making Equatorial Waters Uninhabitable https://t.co/t0lr1AOGMn,Paper.li,0,0,FALSE,13,United States
985,desirability,2021-05-11 13:17:03+00:00,1392106478509588484,1392106478509588484,"By 2050,  94% of our #coralreefs would erode owing to increasing #carbondioxideemissions
Marine heatwaves or ocean warming and ocean acidification are leading to mass reduction in coral cover. 

#coralreefecosystem #CO2 #ClimateCrisis #carbonemissions https://t.co/nEzNl3nhsG",Twitter Web App,2,0,FALSE,15,India
986,enabling context,2021-05-11 11:29:14+00:00,1392079346534281222,1392079346534281222,"@MrigDixit For this study, the team estimated the impact of the two greatest threats to the underwater ecosystems: ocean warming and acidification. The data was obtained from 183 distinct reefs located in 233 locations of the globe.

#ClimateChange #coralreefs https://t.co/pjqPjbRjKy",TweetDeck,1,3,TRUE,12,India
987,buzz,2021-05-11 10:11:11+00:00,1392059706777214981,1392059706777214981,"Can I just say that #Marine and #Environment sciences @Uni_of_Essex are knocking it out the park at the moment - so many new research, impact and education awards and initiatives - last week it was #coral restoration and this week on turning #Oil #Rigs to #Reefs #reef https://t.co/Q2pfYQkpwx",Twitter Web App,0,4,FALSE,12,United Kingdom
988,enabling context,2021-05-11 03:44:25+00:00,1391962371111854085,1391962371111854085,"Ocean warming and acidification increasingly threaten #coralreefs worldwide. If emissions continue to rise unabated, 94% of coral reefs globally will be eroding by 2050. Outlook grim unless we cut emissions fast, says new research. https://t.co/UEMiL0X8qQ via @ConversationEDU",Twitter Web App,4,7,FALSE,7,Sri Lanka
989,buzz,2021-05-11 00:25:51+00:00,1391912399041609730,1391912399041609730,Exciting student policy analysis on Coral Bleaching in Hawaii #UNHEnvironmentalPolicy https://t.co/HYnpPaeUf7,Twitter Web App,0,0,FALSE,7,United States
990,enabling context,2021-05-10 23:29:08+00:00,1391898128350007296,1391898128350007296,Future projections of Petermann Glacier under ocean warming depend strongly on friction law https://t.co/XCt5PvtpLm,Twitter Web App,1,1,FALSE,14,Unknown
991,enabling context,2021-05-10 21:00:28+00:00,1391860715175170048,1391860715175170048,"Coral bleaching, which is becoming stronger and more frequent due to heat stress, has already wiped out corals at many locations globally. With the help of a microbiome-targeting strategy, it could become feasible to help protect corals from heat stress. https://t.co/rFAcYd3etN https://t.co/31x8frmBFN",Buffer,0,0,FALSE,10,Unknown
992,buzz,2021-05-10 20:40:30+00:00,1391855689945944064,1391855689945944064,"”Projected reduced coral cover due to bleaching events predominately drives these declines rather than the direct physiological impacts of ocean warming and acidification on calcification or bioerosion""

Great work led by @chrisecornwall and @ComeauSteeve https://t.co/uu5KEDIcMO",Twitter for Android,7,28,FALSE,13,Netherlands
993,desirability,2021-05-10 20:31:28+00:00,1391853418206072834,1391853418206072834,"Higher temperature has contributed to coral bleaching as a result of a warmer ocean. 

These warmest causes algae (a source of energy for corals) to leave the ocean, leaving corals pale and exposed to diseases. This impact not only fishes &amp; other marine species

#globalwarming # https://t.co/RlIs2yUjLI",Twitter for iPhone,0,0,TRUE,12,Nigeria
994,buzz,2021-05-10 18:13:05+00:00,1391818591205535754,1391818591205535754,Large-scale coral restoration project includes global monitoring platform https://t.co/cRtjl3G4w5 #Norway #Coral #Restoration #Monitoring #Platform,SlackSocial,0,0,FALSE,11,United States
995,buzz,2021-05-10 17:57:47+00:00,1391814738909167616,1391814738909167616,We applied ReefCheck protocol with some added descriptors to collect and analyse data in order to observe the health of the reefs and to investigate their recovery from 2016 coral bleaching due to El-nino and impacts of human pressure. We will be sharing more details of the reefs https://t.co/4BqRfNJHSH,Twitter for iPhone,0,2,TRUE,14,Unknown
996,enabling context,2021-05-10 13:55:03+00:00,1391753654361808898,1391753654361808898,"Interventions like this make me nervous because messing with a microbiome is fraught, but coral bleaching is an imminent problem, so this is certainly worth cautious further study. https://t.co/pMnTUYAxYW",Hootsuite Inc.,0,0,FALSE,13,United States
997,buzz,2021-05-10 13:35:34+00:00,1391748753128820737,1391748753128820737,"World’s largest coral restoration project reads HOPE from the sky
https://t.co/9UIPK7RaQ4
#CoralReef #HOPE #Restoration
#MarineLife @Vastuullisuus",Vastuullisuusuutiset,2,0,FALSE,13,Unknown
998,invitation,2021-05-10 12:40:46+00:00,1391734959199723522,1391734959199723522,"Come work with us in this collaborative #coral #bleaching #technology #postdoc. Details below.

@AllenCoralAtlas @asnerlab 
@WCSocean @DrHelenFox @coral_org https://t.co/DmoaF7RPl7",Twitter for iPhone,18,14,FALSE,13,Canada
999,invitation,2021-05-10 12:02:07+00:00,1391725234663854080,1391725234663854080,"JOB ALERT! PostDoc position at #amfarialab for NEXTGEN: Potential for Multigenerational Acclimation of Fishes to Ocean Warming and Acidification.
https://t.co/FwhV3t0FWq
#oceanwarming #oceanacidification #postdoc https://t.co/t5Z6YqXmSp",Twitter Web App,9,5,FALSE,10,Unknown
1000,enabling context,2021-05-10 10:24:12+00:00,1391700593283055619,1391700593283055619,With bacteria against coral bleaching https://t.co/4DhTps5FCo,IFTTT,0,0,FALSE,12,United States
1001,buzz,2021-05-10 10:13:39+00:00,1391697939412750336,1391697939412750336,"@arochakenya #marine team leader @eric_nira presented to staff the awesome work monitoring #coral #bleaching in #Watamu marine nat. park. They are producing a report card for @kwskenya to assist park management: Practical, relevant, focussed outputs. #reef #waterquality https://t.co/PBhIVijG53",Twitter for Android,2,4,FALSE,11,Kenya
1002,enabling context,2021-05-10 07:31:33+00:00,1391657145150627841,1391657145150627841,George McInerney finds this interesting: Protecting coral from heat stress and coral bleaching https://t.co/B8cmXLEJvV,IFTTT,0,0,FALSE,7,United Kingdom
1003,desirability,2021-05-10 06:55:12+00:00,1391647995930714115,1391647995930714115,"@PKhakpour “It is not any form of description of us, dear friend, nor any of ours. That word is the scream of very coral, bleaching with temperature increase.”

“This would explain our sensitivity to it: not that we are touched by the word, but by sense that another is being scalded...” https://t.co/pX6GOSG5Id",Twitter for iPhone,1,0,TRUE,13,Unknown
1004,enabling context,2021-05-09 15:55:37+00:00,1391421608972021769,1391421608972021769,"Healthy coral reefs are one of the most valuable ecosystems on Earth.
And ‘Coral restoration projects’ are an important part of reversing damage caused by non-sustainable fishing, pollution, and # tourists swimming with common sunscreens that contain chemicals like oxybenzone https://t.co/8TzwNx33tj",Twitter for iPhone,2,7,FALSE,12,United States
1005,buzz,2021-05-09 14:46:11+00:00,1391404135740805125,1391404135740805125,"You jump, I jump!

Everybody jumps for coral restoration! #sundayblues #sundayfunday #sundayscaries #notsoscary https://t.co/t70nJD699Z",Sprout Social,0,7,FALSE,8,United States
1006,desirability,2021-05-09 10:20:32+00:00,1391337280950849545,1391337280950849545,"There’s coral bleaching, deforestation, overfishing, Japanese whale genocide, and the collapse of entire ecosystems. Not to mention gold mining, #CAFOs, &amp; a constant stream of toxic waste into the oceans and ground water. 

And you think #NFTs and #Bitcoin  are the problem?",Twitter for iPhone,0,0,FALSE,13,Portugal
1007,desirability,2021-05-09 09:07:04+00:00,1391318795260764162,1391318795260764162,@WeiZhangAtmos @Kenneth72712993 Rates of warming and ocean acidification due to climate change are literally 50-100 times higher than some past geological times. There are literally so many records of unprecedented heat-induced coral bleaching due to recent global warming.'Irrelevant for coral reefs' is a joke. https://t.co/UEa6OCd3c1,Twitter Web App,0,0,TRUE,9,United Kingdom
1008,enabling context,2021-05-09 07:36:49+00:00,1391296082240548866,1391296082240548866,"Using probiotic bacteria to protect against coral bleaching
https://t.co/tehFNhYMoQ https://t.co/FYa5gPXNv6",IFTTT,0,0,FALSE,8,India
1009,enabling context,2021-05-09 01:54:33+00:00,1391209948080611328,1391209948080611328,"With Bacteria Against Coral Bleaching
https://t.co/zv77zscW34
Corals are the backbone of marine ecosystems in the tropics. They are threatened by rising water temperatures caused by global warming and they are among the first ecosystems worldwide that are on the verge of ecol... https://t.co/a8A4KDptlf",EurasiaReview,0,0,FALSE,13,Unknown
1010,enabling context,2021-05-08 22:44:29+00:00,1391162115893956608,1391162115893956608,"@KeillerDon ND EWE:  Feeling the Heat: The Biology of Ocean Warming. https://t.co/FGvdbxV6Ol 
ND EWE:  Methane Hydrates - Extended Interview Extracts With Natalia Shakhova. https://t.co/VgisFOVKGC",Twitter Web App,0,0,TRUE,13,Unknown
1011,enabling context,2021-05-08 22:00:00+00:00,1391150920927432704,1391150920927432704,".@NASA scientists, using a combination of satellite data and computer models, predict that Africa’s annual dust plumes will actually shrink to a 20,000-year minimum over the next century as a result of climate change and ocean warming. #AQAW2021 https://t.co/OLCqvifp6G",Sprinklr,5,59,FALSE,12,Unknown
1012,buzz,2021-05-08 21:52:32+00:00,1391149041074032644,1391149041074032644,"I enjoyed that stream, though! I learned so much about ocean life. I learned a lot about what is a threat to ocean life. I learned how climate change interacts with coral bleaching and why that's such a huge problem. I learned a lot of things! I'm really fond of experts. 3/4",Twitter Web App,0,0,TRUE,12,Wales
1013,buzz,2021-05-08 19:03:51+00:00,1391106592771346437,1391106592771346437,In Belize recently and lucky to meet and hang out with Gail and Lee Dusa ...who told us about their neighbor Lisa Carne and @FOH_Belize doing amazing coral restoration work. Super cool!,Twitter for Android,0,3,FALSE,14,United States
1014,enabling context,2021-05-08 17:00:45+00:00,1391075611389616128,1391075611389616128,"Coral reefs in the Red Sea have shown to have a higher tolerance to changes in seawater temperature. Read more about this Israeli study: https://t.co/xNsNDFAtx3 

#CoralReef #RedSea",Hootsuite Inc.,0,0,FALSE,15,Unknown
1015,desirability,2021-05-08 16:32:23+00:00,1391068474210807812,1391068474210807812,"@Vanguard_Group Do your clients share your goal of destroying ecosystems, wiping out millions of species, acidifying the ocean, warming the ocean, rising sea levels, melting polar ice caps, shutting down the AMOC, making swaths of Earth uninhabitable? 

https://t.co/DChOsCUOz4",Twitter Web App,0,0,TRUE,9,Unknown
1016,enabling context,2021-05-08 16:23:24+00:00,1391066210826080257,1391066210826080257,"Marine Resources to Host ""MoReef for Coral Restoration"" Training - https://t.co/awT6lCzYju https://t.co/ySLFWztlgx",winnmediaskn,0,0,FALSE,12,Saint Kitts and Nevis
1017,can do,2021-05-08 14:44:54+00:00,1391041425433890816,1391041425433890816,"We absolutely do NOT need a fourth cruise ship pier in Cozumel! The three that are there have destroyed reefs and coral, and this would go on top of the Coral Restoration Project! PLEASE help stop this and sign the petition! https://t.co/tU9JCfCsqU #Help",Twitter Web App,0,0,FALSE,13,Unknown
1018,can do,2021-05-08 14:44:04+00:00,1391041213453807627,1391041213453807627,CONANP: we DO NOT need a fourth cruise terminal on top of our Coral Restoration project! - Sign the Petition! https://t.co/g5ch2avQxc via @Change https://t.co/5flpm7Igks,Twitter Web App,0,0,FALSE,10,Unknown
1019,desirability,2021-05-08 12:57:06+00:00,1391014297367552003,1391014297367552003,"Second year in a row, Great Barrier Reef has been devastated by Coral bleaching
According to researchers, this marks first time reef has not had several years between bleaching events to recover
Great Barrier Reef Marine Park Authority &amp; researchers  survey from Townsville https://t.co/UWLeD6kg6Z",Twitter Web App,0,0,FALSE,15,Unknown
1020,desirability,2021-05-08 12:14:35+00:00,1391003596062265345,1391003596062265345,"In decades to follow however, this cooling effect [subpolar North Atlantic] would gradually vanish as the Indian Ocean warming acts to strengthen the Atlantic meridional overturning circulation (AMOC).
https://t.co/SSkiyc7yPP",Twitter for Android,0,0,TRUE,8,Unknown
1021,desirability,2021-05-08 09:47:35+00:00,1390966603085451268,1390966603085451268,"These are important ones!!
2021 vs 2020.

Cold-seasons compared:
Last 7 months...
Last 3 months...
Last 2 months...
Last month...

Conclusions are disturbing or even shocking:
A devastating way to a burning Siberia.
A devastating way to a sea ice free Arctic.
Ocean warming.
@UN https://t.co/DlV52wWnh3",Twitter for Android,33,60,FALSE,6,Unknown
1022,buzz,2021-05-08 01:59:34+00:00,1390848822167830532,1390848822167830532,A friend shared this news from #bbc about the coral restoration in Indonesia. Isn't it a good news?🤗🤗 https://t.co/2Lj19xHhWX,Twitter for Android,0,0,FALSE,12,Indonesia
1023,desirability,2021-05-07 22:21:55+00:00,1390794049066397698,1390794049066397698,"@swcrisis @Crosscolin88 Sorry to let you know, but the oceans are warming, and have absorbed about 90% of the heat increase on the planet over the last several decades. https://t.co/jor1DmMFWz https://t.co/ocFPiV4sdv",Twitter for iPhone,0,0,TRUE,11,Eora
1024,desirability,2021-05-07 22:17:55+00:00,1390793041544323072,1390793041544323072,"@Crosscolin88 Coral can survive warmer water up to a point. Coral bleaching occurs in marine heatwave conditions and the coral ejects the symbiotic organisms that keep it alive. These events were once every century, now its multiple times a decade.  We are very close to the point of no return",Twitter for iPhone,0,0,TRUE,11,Eora
1025,desirability,2021-05-07 18:57:23+00:00,1390742575729070088,1390742575729070088,People tweeting pictures of their snow-filled backyards saying ''global warming isn't real'' make me laugh. Just because you won't live long enough to see the Great Barrier Reef destroyed by coral bleaching doesn't mean someone else won't.,Twitter Web App,0,0,FALSE,13,United States
1026,enabling context,2021-05-07 18:03:54+00:00,1390729117272793098,1390729117272793098,"@oceana The corals in the Gulf of Aqaba are a biodiversity hotspot and a proven marine refuge from ocean warming, but are threatened by local stressors. Hopefully they will also gain adequate, coordinated protection through well-funded conservation programs.",Twitter Web App,0,1,TRUE,13,Unknown
1027,buzz,2021-05-07 17:00:30+00:00,1390713162702467077,1390713162702467077,"The Glue Society films The World’s Largest Coral Restoration Program as it grows with Mars and @ShebaBrand off the coast of an island in Indonesia.

https://t.co/zDPjM7pDOa

Director: The Glue Society
Agency: @AMV_BBDO",Twitter Web App,0,0,FALSE,9,United Kingdom
1028,buzz,2021-05-07 16:52:08+00:00,1390711056494964740,1390711056494964740,"Our grantee Dave Vaughan recently released Active Coral Restoration, a practical guide to #coralreef restoration techniques. https://t.co/H0D33bnXDs https://t.co/f4fnwIHyru",Hootsuite Inc.,2,7,FALSE,6,United States
1029,buzz,2021-05-07 15:39:41+00:00,1390692824862035975,1390692824862035975,Florida Keys Coral Restoration Effort Begins in Earnest https://t.co/FyneKCu4VI via @deeperblue,Twitter Web App,0,0,FALSE,11,Unknown
1030,enabling context,2021-05-07 14:08:39+00:00,1390669912675336200,1390669912675336200,Keane Corp is against all forms of coral bleaching and acts that put key fisheries at risk,Twitter for iPhone,0,5,FALSE,11,Unknown
